period,kategorie,merkmal,insgesamt,sgb2,jahr,monat,label
2026-01,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3556.0,,2026,1,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-01,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1313.0,,2026,1,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-02,Arbeitslose,15 bis unter 25 Jahre,449.0,179.0,2026,2,Arbeitslose | 15 bis unter 25 Jahre
2026-02,Arbeitslose,25 bis unter 50 Jahre,2151.0,872.0,2026,2,Arbeitslose | 25 bis unter 50 Jahre
2026-02,Arbeitslose,50 Jahre und älter,1626.0,491.0,2026,2,Arbeitslose | 50 Jahre und älter
2026-02,Arbeitslose,55 Jahre und älter,1236.0,336.0,2026,2,Arbeitslose | 55 Jahre und älter
2026-02,Arbeitslose,Abgang (12-Monatssumme),9411.0,3398.0,2026,2,Arbeitslose | Abgang (12-Monatssumme)
2026-02,Arbeitslose,Abgang (im Monat),851.0,282.0,2026,2,Arbeitslose | Abgang (im Monat)
2026-02,Arbeitslose,Arbeitslosenquote,3.6,1.3,2026,2,Arbeitslose | Arbeitslosenquote
2026-02,Arbeitslose,Ausländer,1415.0,777.0,2026,2,Arbeitslose | Ausländer
2026-02,Arbeitslose,Bestand,4226.0,1542.0,2026,2,Arbeitslose | Bestand
2026-02,Arbeitslose,Frauen,1756.0,694.0,2026,2,Arbeitslose | Frauen
2026-02,Arbeitslose,Langzeitarbeitslose,940.0,662.0,2026,2,Arbeitslose | Langzeitarbeitslose
2026-02,Arbeitslose,Männer,2470.0,848.0,2026,2,Arbeitslose | Männer
2026-02,Arbeitslose,Zugang (12-Monatssumme),9961.0,3306.0,2026,2,Arbeitslose | Zugang (12-Monatssumme)
2026-02,Arbeitslose,Zugang (im Monat),812.0,249.0,2026,2,Arbeitslose | Zugang (im Monat)
2026-02,Arbeitslose,schwerbehinderte Menschen,390.0,131.0,2026,2,Arbeitslose | schwerbehinderte Menschen
2026-02,Arbeitsuchende,Bestand,6448.0,2648.0,2026,2,Arbeitsuchende | Bestand
2026-02,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2666.87709574,2026,2,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2026-02,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5173.91606677,2026,2,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2026-02,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,4877.05306268,2026,2,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2026-02,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3546.6768257,2026,2,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2026-02,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1330.37623698,2026,2,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2026-02,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,4416.0,1707.0,2026,2,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2026-02,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4947.0,2052.0,2026,2,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2026-02,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4931.0,2050.0,2026,2,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2026-02,Unterbeschäftigung,Unterbeschäftigungsquote,4.2,1.7,2026,2,Unterbeschäftigung | Unterbeschäftigungsquote
2026-02,gemeldete Arbeitsstellen,Bestand,1348.0,,2026,2,gemeldete Arbeitsstellen | Bestand
2026-02,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3514.0,,2026,2,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2026-02,gemeldete Arbeitsstellen,Zugang (im Monat),230.0,,2026,2,gemeldete Arbeitsstellen | Zugang (im Monat)
2026-02,gemeldete Arbeitsstellen,sozialversicherungspflichtig,227.0,,2026,2,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-02,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3478.0,,2026,2,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-02,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1336.0,,2026,2,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-03,Arbeitslose,15 bis unter 25 Jahre,436.0,179.0,2026,3,Arbeitslose | 15 bis unter 25 Jahre
2026-03,Arbeitslose,25 bis unter 50 Jahre,2065.0,869.0,2026,3,Arbeitslose | 25 bis unter 50 Jahre
2026-03,Arbeitslose,50 Jahre und älter,1551.0,495.0,2026,3,Arbeitslose | 50 Jahre und älter
2026-03,Arbeitslose,55 Jahre und älter,1188.0,342.0,2026,3,Arbeitslose | 55 Jahre und älter
2026-03,Arbeitslose,Abgang (12-Monatssumme),9467.0,3392.0,2026,3,Arbeitslose | Abgang (12-Monatssumme)
2026-03,Arbeitslose,Abgang (im Monat),956.0,290.0,2026,3,Arbeitslose | Abgang (im Monat)
2026-03,Arbeitslose,Arbeitslosenquote,3.5,1.3,2026,3,Arbeitslose | Arbeitslosenquote
2026-03,Arbeitslose,Ausländer,1354.0,754.0,2026,3,Arbeitslose | Ausländer
2026-03,Arbeitslose,Bestand,4052.0,1543.0,2026,3,Arbeitslose | Bestand
2026-03,Arbeitslose,Frauen,1728.0,700.0,2026,3,Arbeitslose | Frauen
2026-03,Arbeitslose,Langzeitarbeitslose,947.0,677.0,2026,3,Arbeitslose | Langzeitarbeitslose
2026-03,Arbeitslose,Männer,2324.0,843.0,2026,3,Arbeitslose | Männer
2026-03,Arbeitslose,Zugang (12-Monatssumme),9943.0,3269.0,2026,3,Arbeitslose | Zugang (12-Monatssumme)
2026-03,Arbeitslose,Zugang (im Monat),791.0,268.0,2026,3,Arbeitslose | Zugang (im Monat)
2026-03,Arbeitslose,schwerbehinderte Menschen,373.0,135.0,2026,3,Arbeitslose | schwerbehinderte Menschen
2026-03,Arbeitsuchende,Bestand,6264.0,2653.0,2026,3,Arbeitsuchende | Bestand
2026-03,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2696.08041838,2026,3,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2026-03,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5225.96918587,2026,3,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2026-03,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,4920.24152547,2026,3,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2026-03,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3576.48941497,2026,3,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2026-03,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1343.7521105,2026,3,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2026-03,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,4228.0,1696.0,2026,3,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2026-03,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4761.0,2061.0,2026,3,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2026-03,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4741.0,2058.0,2026,3,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2026-03,Unterbeschäftigung,Unterbeschäftigungsquote,4.0,1.7,2026,3,Unterbeschäftigung | Unterbeschäftigungsquote
2026-03,gemeldete Arbeitsstellen,Bestand,1310.0,,2026,3,gemeldete Arbeitsstellen | Bestand
2026-03,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3544.0,,2026,3,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2026-03,gemeldete Arbeitsstellen,Zugang (im Monat),255.0,,2026,3,gemeldete Arbeitsstellen | Zugang (im Monat)
2026-03,gemeldete Arbeitsstellen,sozialversicherungspflichtig,251.0,,2026,3,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-03,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3506.0,,2026,3,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-03,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1296.0,,2026,3,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-04,Arbeitslose,15 bis unter 25 Jahre,380.0,162.0,2026,4,Arbeitslose | 15 bis unter 25 Jahre
2026-04,Arbeitslose,25 bis unter 50 Jahre,1999.0,878.0,2026,4,Arbeitslose | 25 bis unter 50 Jahre
2026-04,Arbeitslose,50 Jahre und älter,1532.0,525.0,2026,4,Arbeitslose | 50 Jahre und älter
2026-04,Arbeitslose,55 Jahre und älter,1182.0,364.0,2026,4,Arbeitslose | 55 Jahre und älter
2026-04,Arbeitslose,Abgang (12-Monatssumme),9560.0,3404.0,2026,4,Arbeitslose | Abgang (12-Monatssumme)
2026-04,Arbeitslose,Abgang (im Monat),957.0,262.0,2026,4,Arbeitslose | Abgang (im Monat)
2026-04,Arbeitslose,Arbeitslosenquote,3.3,1.3,2026,4,Arbeitslose | Arbeitslosenquote
2026-04,Arbeitslose,Ausländer,1263.0,736.0,2026,4,Arbeitslose | Ausländer
2026-04,Arbeitslose,Bestand,3911.0,1565.0,2026,4,Arbeitslose | Bestand
2026-04,Arbeitslose,Frauen,1710.0,712.0,2026,4,Arbeitslose | Frauen
2026-04,Arbeitslose,Langzeitarbeitslose,983.0,694.0,2026,4,Arbeitslose | Langzeitarbeitslose
2026-04,Arbeitslose,Männer,2201.0,853.0,2026,4,Arbeitslose | Männer
2026-04,Arbeitslose,Zugang (12-Monatssumme),9989.0,3257.0,2026,4,Arbeitslose | Zugang (12-Monatssumme)
2026-04,Arbeitslose,Zugang (im Monat),819.0,263.0,2026,4,Arbeitslose | Zugang (im Monat)
2026-04,Arbeitslose,schwerbehinderte Menschen,381.0,144.0,2026,4,Arbeitslose | schwerbehinderte Menschen
2026-04,Arbeitsuchende,Bestand,6148.0,2686.0,2026,4,Arbeitsuchende | Bestand
2026-04,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2703.29405001,2026,4,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2026-04,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5193.21251273,2026,4,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2026-04,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,4890.97799123,2026,4,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2026-04,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3567.83565384,2026,4,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2026-04,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1323.14233739,2026,4,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2026-04,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,4117.0,1734.0,2026,4,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2026-04,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4647.0,2082.0,2026,4,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2026-04,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4624.0,2079.0,2026,4,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2026-04,Unterbeschäftigung,Unterbeschäftigungsquote,3.9,1.8,2026,4,Unterbeschäftigung | Unterbeschäftigungsquote
2026-04,gemeldete Arbeitsstellen,Bestand,1260.0,,2026,4,gemeldete Arbeitsstellen | Bestand
2026-04,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3582.0,,2026,4,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2026-04,gemeldete Arbeitsstellen,Zugang (im Monat),245.0,,2026,4,gemeldete Arbeitsstellen | Zugang (im Monat)
2026-04,gemeldete Arbeitsstellen,sozialversicherungspflichtig,234.0,,2026,4,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-04,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3537.0,,2026,4,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-04,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1244.0,,2026,4,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-05,Arbeitslose,15 bis unter 25 Jahre,395.0,166.0,2026,5,Arbeitslose | 15 bis unter 25 Jahre
2026-05,Arbeitslose,25 bis unter 50 Jahre,1945.0,888.0,2026,5,Arbeitslose | 25 bis unter 50 Jahre
2026-05,Arbeitslose,50 Jahre und älter,1495.0,498.0,2026,5,Arbeitslose | 50 Jahre und älter
2026-05,Arbeitslose,55 Jahre und älter,1138.0,343.0,2026,5,Arbeitslose | 55 Jahre und älter
2026-05,Arbeitslose,Abgang (12-Monatssumme),9636.0,3375.0,2026,5,Arbeitslose | Abgang (12-Monatssumme)
2026-05,Arbeitslose,Abgang (im Monat),862.0,275.0,2026,5,Arbeitslose | Abgang (im Monat)
2026-05,Arbeitslose,Arbeitslosenquote,3.2,1.3,2026,5,Arbeitslose | Arbeitslosenquote
2026-05,Arbeitslose,Ausländer,1202.0,711.0,2026,5,Arbeitslose | Ausländer
2026-05,Arbeitslose,Bestand,3835.0,1552.0,2026,5,Arbeitslose | Bestand
2026-05,Arbeitslose,Frauen,1704.0,716.0,2026,5,Arbeitslose | Frauen
2026-05,Arbeitslose,Langzeitarbeitslose,1011.0,714.0,2026,5,Arbeitslose | Langzeitarbeitslose
2026-05,Arbeitslose,Männer,2131.0,836.0,2026,5,Arbeitslose | Männer
2026-05,Arbeitslose,Zugang (12-Monatssumme),10026.0,3238.0,2026,5,Arbeitslose | Zugang (12-Monatssumme)
2026-05,Arbeitslose,Zugang (im Monat),786.0,243.0,2026,5,Arbeitslose | Zugang (im Monat)
2026-05,Arbeitslose,schwerbehinderte Menschen,371.0,136.0,2026,5,Arbeitslose | schwerbehinderte Menschen
2026-05,Arbeitsuchende,Bestand,6218.0,2665.0,2026,5,Arbeitsuchende | Bestand
2026-05,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2714.36631223,2026,5,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2026-05,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5214.82254224,2026,5,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2026-05,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,4898.73293141,2026,5,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2026-05,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3572.7014193,2026,5,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2026-05,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1326.03151211,2026,5,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2026-05,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,4070.0,1732.0,2026,5,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2026-05,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4603.0,2069.0,2026,5,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2026-05,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4578.0,2066.0,2026,5,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2026-05,Unterbeschäftigung,Unterbeschäftigungsquote,3.9,1.7,2026,5,Unterbeschäftigung | Unterbeschäftigungsquote
2026-05,gemeldete Arbeitsstellen,Bestand,1169.0,,2026,5,gemeldete Arbeitsstellen | Bestand
2026-05,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3655.0,,2026,5,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2026-05,gemeldete Arbeitsstellen,Zugang (im Monat),253.0,,2026,5,gemeldete Arbeitsstellen | Zugang (im Monat)
2026-05,gemeldete Arbeitsstellen,sozialversicherungspflichtig,248.0,,2026,5,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-05,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3609.0,,2026,5,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-05,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1155.0,,2026,5,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-06,Arbeitslose,15 bis unter 25 Jahre,391.0,154.0,2026,6,Arbeitslose | 15 bis unter 25 Jahre
2026-06,Arbeitslose,25 bis unter 50 Jahre,1887.0,855.0,2026,6,Arbeitslose | 25 bis unter 50 Jahre
2026-06,Arbeitslose,50 Jahre und älter,1496.0,491.0,2026,6,Arbeitslose | 50 Jahre und älter
2026-06,Arbeitslose,55 Jahre und älter,1134.0,338.0,2026,6,Arbeitslose | 55 Jahre und älter
2026-06,Arbeitslose,Abgang (12-Monatssumme),9721.0,3379.0,2026,6,Arbeitslose | Abgang (12-Monatssumme)
2026-06,Arbeitslose,Abgang (im Monat),773.0,290.0,2026,6,Arbeitslose | Abgang (im Monat)
2026-06,Arbeitslose,Arbeitslosenquote,3.2,1.3,2026,6,Arbeitslose | Arbeitslosenquote
2026-06,Arbeitslose,Ausländer,1176.0,681.0,2026,6,Arbeitslose | Ausländer
2026-06,Arbeitslose,Bestand,3774.0,1500.0,2026,6,Arbeitslose | Bestand
2026-06,Arbeitslose,Frauen,1654.0,682.0,2026,6,Arbeitslose | Frauen
2026-06,Arbeitslose,Langzeitarbeitslose,996.0,709.0,2026,6,Arbeitslose | Langzeitarbeitslose
2026-06,Arbeitslose,Männer,2120.0,818.0,2026,6,Arbeitslose | Männer
2026-06,Arbeitslose,Zugang (12-Monatssumme),9939.0,3115.0,2026,6,Arbeitslose | Zugang (12-Monatssumme)
2026-06,Arbeitslose,Zugang (im Monat),716.0,215.0,2026,6,Arbeitslose | Zugang (im Monat)
2026-06,Arbeitslose,schwerbehinderte Menschen,374.0,130.0,2026,6,Arbeitslose | schwerbehinderte Menschen
2026-06,Arbeitsuchende,Bestand,6322.0,2625.0,2026,6,Arbeitsuchende | Bestand
2026-06,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2673.35337327,2026,6,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2026-06,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5149.98600518,2026,6,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2026-06,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,4841.2685966,2026,6,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2026-06,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3523.61950251,2026,6,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2026-06,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1317.64909409,2026,6,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2026-06,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,4024.0,1681.0,2026,6,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2026-06,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4559.0,2020.0,2026,6,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2026-06,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4534.0,2018.0,2026,6,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2026-06,Unterbeschäftigung,Unterbeschäftigungsquote,3.8,1.7,2026,6,Unterbeschäftigung | Unterbeschäftigungsquote
2026-06,gemeldete Arbeitsstellen,Bestand,1192.0,,2026,6,gemeldete Arbeitsstellen | Bestand
2026-06,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3538.0,,2026,6,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2026-06,gemeldete Arbeitsstellen,Zugang (im Monat),243.0,,2026,6,gemeldete Arbeitsstellen | Zugang (im Monat)
2026-06,gemeldete Arbeitsstellen,sozialversicherungspflichtig,238.0,,2026,6,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-06,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3490.0,,2026,6,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2026-06,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1176.0,,2026,6,gemeldete Arbeitsstellen | sozialversicherungspflichtig
